"date","av_temp_val","av_temp_ano","min_temp_val","min_temp_ano","max_temp_val","max_temp_ano","prec_temp_val","prec_temp_ano","cool_temp_val","cool_temp_ano","heat_temp_val","heat_temp_ano"
"1895-01-01",26.69,-3.43,16.52,-3.23,36.86,-3.63,3.32,1.01,6,-2,1017,92
"1895-02-01",26.6,-7.22,15.57,-7.25,37.65,-7.17,1.41,-0.72,1,-6,974,209
"1895-03-01",39.97,-1.53,27.86,-2.13,52.07,-0.94,1.99,-0.52,13,-3,692,65
"1895-04-01",52.9,1.85,39.45,0.84,66.33,2.85,1.99,-0.53,27,-3,345,-14
"1895-05-01",59.94,-0.26,47.05,-0.39,72.81,-0.15,2.88,-0.03,88,-10,155,-12
"1895-06-01",67.8,-0.69,54.72,-0.9,80.89,-0.45,2.95,0.02,225,17,34,-9
"1895-07-01",71.24,-2.37,58.55,-1.99,83.91,-2.77,3,0.22,256,-59,19,10
"1895-08-01",71.62,-0.48,58.32,-0.74,84.9,-0.24,2.53,-0.09,282,-1,17,0
"1895-09-01",65.57,0.71,52.38,0.48,78.73,0.92,1.58,-0.91,190,34,59,-15
"1895-10-01",50.85,-3.26,37.15,-4.26,64.54,-2.26,1.08,-1.08,31,-19,388,111
"1895-11-01",39.16,-2.53,28.24,-2.44,50.09,-2.62,2.29,0.06,9,-4,599,37
"1895-12-01",31.71,-0.97,21.33,-1.27,42.08,-0.68,2.53,0.18,3,-3,843,0
"1896-01-01",31.48,1.36,21.52,1.77,41.41,0.92,2.4,0.09,4,-4,916,-9
"1896-02-01",35.04,1.22,23.52,0.7,46.56,1.74,2.05,-0.08,4,-3,749,-16
"1896-03-01",38.03,-3.47,26.62,-3.37,49.42,-3.59,2.41,-0.1,10,-6,736,109
"1896-04-01",52.34,1.29,40.32,1.71,64.38,0.9,2.59,0.07,44,14,307,-52
"1896-05-01",62.46,2.26,50.14,2.7,74.77,1.81,2.96,0.05,161,63,116,-51
"1896-06-01",69.89,1.4,56.52,0.9,83.26,1.92,2.64,-0.29,220,12,37,-6
"1896-07-01",73.69,0.08,61.34,0.8,86,-0.68,3.22,0.44,319,4,7,-2
"1896-08-01",72.27,0.17,59.13,0.07,85.39,0.25,2,-0.62,299,16,15,-2
"1896-09-01",62.94,-1.92,50.59,-1.31,75.27,-2.54,2.78,0.29,136,-20,103,29
"1896-10-01",51.91,-2.2,39.69,-1.72,64.11,-2.69,2.15,-0.01,38,-12,346,69
"1896-11-01",38.32,-3.37,28.17,-2.51,48.47,-4.24,3.07,0.84,19,6,557,-5
"1896-12-01",35.55,2.87,25.32,2.72,45.79,3.03,1.5,-0.85,4,-2,819,-24
"1897-01-01",28.17,-1.95,18.66,-1.09,37.65,-2.84,2.39,0.08,3,-5,987,62
"1897-02-01",33.39,-0.43,23.49,0.67,43.29,-1.53,2.79,0.66,9,2,749,-16
"1897-03-01",38.79,-2.71,28.27,-1.72,49.32,-3.69,3.62,1.11,28,12,646,19
"1897-04-01",51.15,0.1,38.88,0.27,63.43,-0.05,2.42,-0.1,29,-1,356,-3
"1897-05-01",61.18,0.98,47.71,0.27,74.61,1.65,2.12,-0.79,82,-16,171,4
"1897-06-01",68.11,-0.38,55.31,-0.31,80.91,-0.43,2.88,-0.05,205,-3,55,12
"1897-07-01",73.36,-0.25,60.3,-0.24,86.41,-0.27,2.93,0.15,333,18,10,1
"1897-08-01",71.35,-0.75,58.19,-0.87,84.49,-0.65,2.3,-0.32,262,-21,22,5
"1897-09-01",66.4,1.54,52.77,0.87,80.02,2.21,1.57,-0.92,161,5,63,-11
"1897-10-01",55.11,1,42.51,1.1,67.68,0.88,1.83,-0.33,56,6,253,-24
"1897-11-01",40.91,-0.78,29.48,-1.2,52.32,-0.39,2.29,0.06,13,0,579,17
"1897-12-01",30.76,-1.92,20.88,-1.72,40.62,-2.14,2.56,0.21,5,-1,874,31
"1898-01-01",30.67,0.55,20.57,0.82,40.77,0.28,2.43,0.12,9,1,886,-39
"1898-02-01",35.37,1.55,23.97,1.15,46.76,1.94,1.65,-0.48,5,-2,746,-19
"1898-03-01",41.05,-0.45,29.75,-0.24,52.36,-0.65,2.42,-0.09,20,4,569,-58
"1898-04-01",50.79,-0.26,38.05,-0.56,63.54,0.06,2.02,-0.5,23,-7,396,37
"1898-05-01",59.94,-0.26,47.82,0.38,72.05,-0.91,3.23,0.32,106,8,173,6
"1898-06-01",69.31,0.82,56.66,1.04,81.97,0.63,3.07,0.14,235,27,33,-10
"1898-07-01",73.29,-0.32,60.31,-0.23,86.25,-0.43,2.88,0.1,321,6,9,0
"1898-08-01",72.75,0.65,59.99,0.93,85.5,0.36,3.06,0.44,298,15,11,-6
"1898-09-01",65.46,0.6,52.23,0.33,78.69,0.88,2.33,-0.16,176,20,55,-19
"1898-10-01",51.49,-2.62,39.54,-1.87,63.41,-3.39,2.5,0.34,38,-12,300,23
"1898-11-01",38.39,-3.3,27.28,-3.4,49.48,-3.23,2.26,0.03,10,-3,642,80
"1898-12-01",28.67,-4.01,18.41,-4.19,38.93,-3.83,1.72,-0.63,3,-3,929,86
"1899-01-01",29.68,-0.44,19.49,-0.26,39.88,-0.61,2.61,0.3,7,-1,937,12
"1899-02-01",25.5,-8.32,14.65,-8.17,36.36,-8.46,2.28,0.15,5,-2,945,180
"1899-03-01",37.63,-3.87,26.38,-3.61,48.87,-4.14,2.82,0.31,17,1,703,76
"1899-04-01",50.61,-0.44,38.23,-0.38,62.98,-0.5,1.78,-0.74,22,-8,351,-8
"1899-05-01",59.9,-0.3,47.57,0.13,72.23,-0.73,2.74,-0.17,125,27,169,2
"1899-06-01",68.65,0.16,55.74,0.12,81.54,0.2,2.97,0.04,235,27,37,-6
"1899-07-01",73.08,-0.53,59.88,-0.66,86.25,-0.43,2.95,0.17,302,-13,10,1
"1899-08-01",71.74,-0.36,58.69,-0.37,84.76,-0.38,2.26,-0.36,296,13,21,4
"1899-09-01",64.8,-0.06,50.61,-1.29,78.96,1.15,1.54,-0.95,141,-15,85,11
"1899-10-01",53.98,-0.13,42.04,0.63,65.91,-0.89,2.41,0.25,54,4,257,-20
"1899-11-01",44.92,3.23,33.94,3.26,55.9,3.19,1.99,-0.24,11,-2,516,-46
"1899-12-01",31.62,-1.06,21.72,-0.88,41.52,-1.24,2.36,0.01,4,-2,858,15
"1900-01-01",34.11,3.99,23.94,4.19,44.26,3.77,1.74,-0.57,5,-3,858,-67
"1900-02-01",30.76,-3.06,19.36,-3.46,42.15,-2.67,2.52,0.39,5,-2,835,70
"1900-03-01",41.27,-0.23,29.53,-0.46,53.01,0,2.28,-0.23,13,-3,695,68
"1900-04-01",51.6,0.55,39.87,1.26,63.36,-0.12,3.41,0.89,26,-4,357,-2
"1900-05-01",61.74,1.54,48.58,1.14,74.89,1.93,2.45,-0.46,102,4,147,-20
"1900-06-01",70.3,1.81,57.06,1.44,83.53,2.19,3.03,0.1,220,12,31,-12
"1900-07-01",73.13,-0.48,60.12,-0.42,86.16,-0.52,3.07,0.29,317,2,10,1
"1900-08-01",72.86,0.76,59.88,0.82,85.84,0.7,2.42,-0.2,331,48,14,-3
"1900-09-01",65.14,0.28,53.26,1.36,77,-0.81,2.93,0.44,188,32,63,-11
"1900-10-01",56.35,2.24,44.8,3.39,67.91,1.11,2.75,0.59,73,23,198,-79
"1900-11-01",41.54,-0.15,30.81,0.13,52.27,-0.44,2.37,0.14,12,-1,541,-21
"1900-12-01",34.48,1.8,24.3,1.7,44.67,1.91,1.66,-0.69,4,-2,823,-20
"1901-01-01",31.62,1.5,21.09,1.34,42.17,1.68,1.99,-0.32,6,-2,900,-25
"1901-02-01",29.86,-3.96,19.49,-3.33,40.24,-4.58,2.13,0,3,-4,895,130
"1901-03-01",40.71,-0.79,28.98,-1.01,52.45,-0.56,2.29,-0.22,10,-6,650,23
"1901-04-01",49.39,-1.66,37.09,-1.52,61.66,-1.82,2.53,0.01,14,-16,419,60
"1901-05-01",61.18,0.98,48.22,0.78,74.1,1.14,2.66,-0.25,89,-9,175,8
"1901-06-01",68.43,-0.06,55.44,-0.18,81.41,0.07,2.6,-0.33,227,19,40,-3
"1901-07-01",76.24,2.63,62.55,2.01,89.96,3.28,2.32,-0.46,392,77,7,-2
"1901-08-01",73.2,1.1,60.24,1.18,86.14,1,2.97,0.35,302,19,10,-7
"1901-09-01",63.25,-1.61,50.79,-1.11,75.7,-2.11,2.58,0.09,134,-22,86,12
"1901-10-01",55.45,1.34,42.39,0.98,68.5,1.7,1.51,-0.65,49,-1,267,-10
"1901-11-01",41.68,-0.01,30,-0.68,53.37,0.66,1.45,-0.78,6,-7,636,74
"1901-12-01",31.48,-1.2,20.98,-1.62,41.95,-0.81,2.6,0.25,3,-3,905,62
"1902-01-01",30.06,-0.06,19.18,-0.57,40.93,0.44,1.45,-0.86,3,-5,958,33
"1902-02-01",31.46,-2.36,21.06,-1.76,41.86,-2.96,2.56,0.43,2,-5,877,112
"1902-03-01",41.58,0.08,30.79,0.8,52.34,-0.67,2.9,0.39,15,-1,596,-31
"1902-04-01",50.85,-0.2,38.3,-0.31,63.39,-0.09,1.85,-0.67,30,0,376,17
"1902-05-01",61.99,1.79,49.57,2.13,74.41,1.45,3,0.09,130,32,154,-13
"1902-06-01",68.04,-0.45,54.88,-0.74,81.18,-0.16,2.89,-0.04,205,-3,56,13
"1902-07-01",72.05,-1.56,59.11,-1.43,84.97,-1.71,3.09,0.31,297,-18,15,6
"1902-08-01",71.37,-0.73,58.3,-0.76,84.42,-0.72,2.3,-0.32,258,-25,28,11
"1902-09-01",62.76,-2.1,49.53,-2.37,75.97,-1.84,2.74,0.25,127,-29,96,22
"1902-10-01",54.43,0.32,41.56,0.15,67.3,0.5,1.93,-0.23,50,0,272,-5
"1902-11-01",43.68,1.99,33.82,3.14,53.55,0.84,2.99,0.76,21,8,474,-88
"1902-12-01",30.79,-1.89,21.4,-1.2,40.19,-2.57,2.93,0.58,6,0,895,52
"1903-01-01",30.88,0.76,21,1.25,40.77,0.28,2.27,-0.04,6,-2,930,5
"1903-02-01",28.42,-5.4,17.62,-5.2,39.2,-5.62,3.03,0.9,8,1,821,56
"1903-03-01",42.21,0.71,31.8,1.81,52.59,-0.42,3.01,0.5,22,6,535,-92
"1903-04-01",50.22,-0.83,37.94,-0.67,62.46,-1.02,1.99,-0.53,20,-10,375,16
"1903-05-01",59.54,-0.66,47.17,-0.27,71.91,-1.05,3.01,0.1,90,-8,149,-18
"1903-06-01",65.89,-2.6,53.65,-1.97,78.1,-3.24,2.88,-0.05,136,-72,75,32
"1903-07-01",71.92,-1.69,59.07,-1.47,84.79,-1.89,2.97,0.19,284,-31,17,8
"1903-08-01",70.97,-1.13,58.46,-0.6,83.46,-1.68,3.04,0.42,250,-33,34,17
"1903-09-01",62.73,-2.13,49.78,-2.12,75.67,-2.14,2.12,-0.37,127,-29,88,14
"1903-10-01",53.94,-0.17,40.64,-0.77,67.23,0.43,1.77,-0.39,37,-13,280,3
"1903-11-01",40.23,-1.46,28.74,-1.94,51.71,-1,1.83,-0.4,8,-5,633,71
"1903-12-01",30.54,-2.14,19.09,-3.51,42.01,-0.75,1.44,-0.91,2,-4,966,123
"1904-01-01",27.55,-2.57,16.34,-3.41,38.77,-1.72,1.81,-0.5,4,-4,1057,132
"1904-02-01",31.59,-2.23,19.87,-2.95,43.3,-1.52,2.43,0.3,9,2,862,97
"1904-03-01",41.76,0.26,30.54,0.55,52.97,-0.04,3.1,0.59,24,8,638,11
"1904-04-01",49.46,-1.59,37,-1.61,61.9,-1.58,2.12,-0.4,25,-5,434,75
"1904-05-01",60.13,-0.07,47.26,-0.18,73.02,0.06,2.59,-0.32,90,-8,151,-16
"1904-06-01",67.26,-1.23,54.57,-1.05,79.93,-1.41,3.11,0.18,189,-19,48,5
"1904-07-01",71.35,-2.26,58.53,-2.01,84.16,-2.52,2.93,0.15,260,-55,15,6
"1904-08-01",70.72,-1.38,57.87,-1.19,83.55,-1.59,2.69,0.07,243,-40,26,9
"1904-09-01",64.96,0.1,52.16,0.26,77.74,-0.07,2.33,-0.16,158,2,77,3
"1904-10-01",53.92,-0.19,41.23,-0.18,66.61,-0.19,1.66,-0.5,46,-4,306,29
"1904-11-01",43.14,1.45,30.13,-0.55,56.16,3.45,1.02,-1.21,7,-6,582,20
"1904-12-01",32.02,-0.66,21.52,-1.08,42.51,-0.25,2.16,-0.19,4,-2,914,71
"1905-01-01",27.1,-3.02,17.4,-2.35,36.82,-3.67,2.18,-0.13,3,-5,1032,107
"1905-02-01",26.94,-6.88,16.56,-6.26,37.35,-7.47,2.35,0.22,5,-2,955,190
"1905-03-01",45.12,3.62,34.34,4.35,55.9,2.89,2.94,0.43,22,6,562,-65
"1905-04-01",50.49,-0.56,38.59,-0.02,62.37,-1.11,2.8,0.28,27,-3,368,9
"1905-05-01",59.14,-1.06,47.48,0.04,70.81,-2.15,3.74,0.83,113,15,179,12
"1905-06-01",68,-0.49,55.62,0,80.38,-0.96,3.3,0.37,206,-2,50,7
"1905-07-01",71.98,-1.63,59.36,-1.18,84.58,-2.1,3.52,0.74,286,-29,11,2
"1905-08-01",72.37,0.27,59.41,0.35,85.33,0.19,2.54,-0.08,273,-10,18,1
"1905-09-01",65.95,1.09,53.04,1.14,78.85,1.04,2.57,0.08,167,11,69,-5
"1905-10-01",51.64,-2.47,39.47,-1.94,63.81,-2.99,2.17,0.01,46,-4,304,27
"1905-11-01",42.24,0.55,31.06,0.38,53.4,0.69,2.19,-0.04,14,1,581,19
"1905-12-01",30.99,-1.69,21.07,-1.53,40.91,-1.85,2.3,-0.05,4,-2,865,22
"1906-01-01",32.88,2.76,22.37,2.62,43.38,2.89,2.53,0.22,6,-2,819,-106
"1906-02-01",33.69,-0.13,22.42,-0.4,44.94,0.12,1.72,-0.41,5,-2,782,17
"1906-03-01",36.1,-5.4,25.9,-4.09,46.29,-6.72,3.26,0.75,8,-8,779,152
"1906-04-01",52.72,1.67,40.1,1.49,65.34,1.86,2.08,-0.44,31,1,330,-29
"1906-05-01",59.58,-0.62,47.17,-0.27,71.98,-0.98,3.16,0.25,92,-6,173,6
"1906-06-01",67.32,-1.17,54.66,-0.96,79.97,-1.37,3.04,0.11,208,0,48,5
"1906-07-01",72.36,-1.25,59.56,-0.98,85.15,-1.53,3.3,0.52,287,-28,9,0
"1906-08-01",71.85,-0.25,59.61,0.55,84.07,-1.07,3.39,0.77,300,17,11,-6
"1906-09-01",66.25,1.39,53.71,1.81,78.78,0.97,2.91,0.42,187,31,50,-24
"1906-10-01",52.54,-1.57,40.05,-1.36,65.03,-1.77,2.08,-0.08,34,-16,304,27
"1906-11-01",40.44,-1.25,30.16,-0.52,50.72,-1.99,2.49,0.26,13,0,592,30
"1906-12-01",34.97,2.29,25.7,3.1,44.24,1.48,2.88,0.53,6,0,816,-27
"1907-01-01",30.69,0.57,20.93,1.18,40.46,-0.03,2.75,0.44,16,8,863,-62
"1907-02-01",35.46,1.64,23.85,1.03,47.07,2.25,1.82,-0.31,6,-1,797,32
"1907-03-01",45.7,4.2,34.29,4.3,57.11,4.1,2.45,-0.06,41,25,533,-94
"1907-04-01",47.53,-3.52,35.55,-3.06,59.52,-3.96,2.32,-0.2,20,-10,475,116
"1907-05-01",55.89,-4.31,43.63,-3.81,68.14,-4.82,3.45,0.54,63,-35,254,87
"1907-06-01",65.7,-2.79,53.2,-2.42,78.17,-3.17,3.12,0.19,153,-55,73,30
"1907-07-01",72.52,-1.09,59.76,-0.78,85.24,-1.44,3,0.22,299,-16,12,3
"1907-08-01",70.79,-1.31,57.97,-1.09,83.57,-1.57,2.55,-0.07,252,-31,29,12
"1907-09-01",64.22,-0.64,51.31,-0.59,77.13,-0.68,2.51,0.02,153,-3,81,7
"1907-10-01",53.78,-0.33,41.22,-0.19,66.36,-0.44,2.03,-0.13,41,-9,337,60
"1907-11-01",40.82,-0.87,29.77,-0.91,51.87,-0.84,2.25,0.02,10,-3,606,44
"1907-12-01",34.7,2.02,24.76,2.16,44.62,1.86,2.69,0.34,5,-1,799,-44
"1908-01-01",32.45,2.33,21.61,1.86,43.29,2.8,1.82,-0.49,6,-2,892,-33
"1908-02-01",33.01,-0.81,22.48,-0.34,43.52,-1.3,2.81,0.68,4,-3,830,65
"1908-03-01",43.92,2.42,32.02,2.03,55.81,2.8,2.18,-0.33,31,15,558,-69
"1908-04-01",52.75,1.7,39.79,1.18,65.68,2.2,2.69,0.17,49,19,333,-26
"1908-05-01",58.82,-1.38,46.65,-0.79,70.97,-1.99,4.13,1.22,98,0,175,8
"1908-06-01",66.92,-1.57,54.25,-1.37,79.57,-1.77,3.02,0.09,193,-15,53,10
"1908-07-01",73.18,-0.43,60.19,-0.35,86.18,-0.5,3.01,0.23,315,0,7,-2
"1908-08-01",70.68,-1.42,57.96,-1.1,83.39,-1.75,2.88,0.26,255,-28,22,5
"1908-09-01",65.59,0.73,51.66,-0.24,79.5,1.69,1.83,-0.66,151,-5,59,-15
"1908-10-01",51.76,-2.35,39.06,-2.35,64.47,-2.33,2.03,-0.13,29,-21,301,24
"1908-11-01",42.53,0.84,30.6,-0.08,54.46,1.75,1.67,-0.56,12,-1,553,-9
"1908-12-01",33.31,0.63,23.23,0.63,43.39,0.63,1.73,-0.62,9,3,821,-22
"1909-01-01",32.31,2.19,22.24,2.49,42.39,1.9,2.74,0.43,12,4,847,-78
"1909-02-01",35.02,1.2,23.9,1.08,46.15,1.33,2.88,0.75,7,0,699,-66
"1909-03-01",40.35,-1.15,29.37,-0.62,51.35,-1.66,2.21,-0.3,16,0,676,49
"1909-04-01",48.96,-2.09,36.41,-2.2,61.5,-1.98,2.28,-0.24,30,0,389,30
"1909-05-01",58.14,-2.06,45.23,-2.21,71.04,-1.92,3.04,0.13,80,-18,200,33
"1909-06-01",68.94,0.45,56.41,0.79,81.46,0.12,3.23,0.3,215,7,41,-2
"1909-07-01",72.63,-0.98,60.01,-0.53,85.24,-1.44,3.03,0.25,274,-41,17,8
"1909-08-01",72.93,0.83,59.77,0.71,86.07,0.93,2.41,-0.21,284,1,17,0
"1909-09-01",64.4,-0.46,51.46,-0.44,77.32,-0.49,2.28,-0.21,133,-23,89,15
"1909-10-01",52.88,-1.23,39.45,-1.96,66.31,-0.49,1.54,-0.62,40,-10,341,64
"1909-11-01",45.03,3.34,33.75,3.07,56.32,3.61,2.95,0.72,20,7,468,-94
"1909-12-01",25.61,-7.07,16.45,-6.15,34.79,-7.97,2.6,0.25,2,-4,1012,169
"1910-01-01",29.61,-0.51,19.4,-0.35,39.81,-0.68,2.15,-0.16,5,-3,944,19
"1910-02-01",29.3,-4.52,17.82,-5,40.8,-4.02,2.11,-0.02,4,-3,855,90
"1910-03-01",49.44,7.94,35.76,5.77,63.1,10.09,1.02,-1.49,26,10,456,-171
"1910-04-01",53.62,2.57,39.81,1.2,67.42,3.94,2.06,-0.46,25,-5,306,-53
"1910-05-01",59.22,-0.98,45.97,-1.47,72.43,-0.53,2.59,-0.32,78,-20,195,28
"1910-06-01",68.29,-0.2,54.66,-0.96,81.9,0.56,2.48,-0.45,170,-38,56,13
"1910-07-01",74.12,0.51,60.6,0.06,87.64,0.96,2.59,-0.19,317,2,7,-2
"1910-08-01",71.11,-0.99,57.72,-1.34,84.49,-0.65,2.25,-0.37,262,-21,23,6
"1910-09-01",65.68,0.82,52.83,0.93,78.51,0.7,2.17,-0.32,172,16,72,-2
"1910-10-01",55.62,1.51,42.19,0.78,69.03,2.23,2.04,-0.12,50,0,239,-38
"1910-11-01",41.13,-0.56,30.18,-0.5,52.07,-0.64,1.76,-0.47,8,-5,636,74
"1910-12-01",31.93,-0.75,21.87,-0.73,41.97,-0.79,1.69,-0.66,2,-4,941,98
"1911-01-01",32.9,2.78,22.41,2.66,43.41,2.92,2.44,0.13,12,4,835,-90
"1911-02-01",33.66,-0.16,23.25,0.43,44.08,-0.74,2.13,0,10,3,738,-27
"1911-03-01",44.02,2.52,31.75,1.76,56.3,3.29,1.71,-0.8,20,4,620,-7
"1911-04-01",50,-1.05,37.87,-0.74,62.11,-1.37,2.85,0.33,32,2,410,51
"1911-05-01",61.21,1.01,47.66,0.22,74.73,1.77,1.97,-0.94,119,21,127,-40
"1911-06-01",70.75,2.26,57.25,1.63,84.25,2.91,2.2,-0.73,245,37,43,0
"1911-07-01",72.68,-0.93,59.54,-1,85.8,-0.88,2.86,0.08,312,-3,8,-1
"1911-08-01",70.9,-1.2,57.78,-1.28,84.02,-1.12,3.06,0.44,269,-14,21,4
"1911-09-01",66.09,1.23,53.83,1.93,78.35,0.54,2.75,0.26,192,36,77,3
"1911-10-01",52.66,-1.45,41.04,-0.37,64.29,-2.51,2.49,0.33,56,6,302,25
"1911-11-01",37.27,-4.42,26.08,-4.6,48.47,-4.24,2.11,-0.12,11,-2,664,102
"1911-12-01",32.2,-0.48,22.6,0,41.81,-0.95,2.95,0.6,8,2,799,-44
"1912-01-01",24.76,-5.36,14.14,-5.61,35.38,-5.11,1.95,-0.36,5,-3,1114,189
"1912-02-01",31.08,-2.74,20.19,-2.63,41.99,-2.83,1.9,-0.23,2,-5,876,111
"1912-03-01",35.76,-5.74,25.34,-4.65,46.2,-6.81,3.39,0.88,12,-4,771,144
"1912-04-01",50.58,-0.47,38.86,0.25,62.28,-1.2,3.34,0.82,34,4,367,8
"1912-05-01",60.48,0.28,47.89,0.45,73.06,0.1,2.89,-0.02,108,10,153,-14
"1912-06-01",66.7,-1.79,53.71,-1.91,79.7,-1.64,2.71,-0.22,164,-44,56,13
"1912-07-01",72.25,-1.36,59.9,-0.64,84.6,-2.08,2.99,0.21,293,-22,14,5
"1912-08-01",70.12,-1.98,57.9,-1.16,82.35,-2.79,3.05,0.43,240,-43,32,15
"1912-09-01",62.73,-2.13,50.43,-1.47,75,-2.81,2.51,0.02,162,6,82,8
"1912-10-01",53.17,-0.94,40.8,-0.61,65.52,-1.28,2.13,-0.03,52,2,280,3
"1912-11-01",42.21,0.52,30.31,-0.37,54.09,1.38,1.52,-0.71,8,-5,565,3
"1912-12-01",32.95,0.27,22.46,-0.14,43.45,0.69,2.1,-0.25,8,2,814,-29
"1913-01-01",30.47,0.35,19.49,-0.26,41.45,0.96,2.87,0.56,14,6,825,-100
"1913-02-01",29.5,-4.32,18.59,-4.23,40.41,-4.41,1.9,-0.23,7,0,837,72
"1913-03-01",38.71,-2.79,27.14,-2.85,50.27,-2.74,2.99,0.48,16,0,640,13
"1913-04-01",51.39,0.34,38.32,-0.29,64.45,0.97,2.05,-0.47,20,-10,354,-5
"1913-05-01",60.13,-0.07,47.01,-0.43,73.24,0.28,2.51,-0.4,89,-9,173,6
"1913-06-01",68.22,-0.27,55.31,-0.31,81.14,-0.2,2.71,-0.22,195,-13,44,1
"1913-07-01",73,-0.61,59.99,-0.55,86.02,-0.66,2.64,-0.14,320,5,11,2
"1913-08-01",73.36,1.26,59.77,0.71,86.95,1.81,1.9,-0.72,300,17,12,-5
"1913-09-01",63.64,-1.22,50.88,-1.02,76.41,-1.4,3.13,0.64,130,-26,85,11
"1913-10-01",51.64,-2.47,39.65,-1.76,63.61,-3.19,2.52,0.36,31,-19,290,13
"1913-11-01",45.12,3.43,34.95,4.27,55.27,2.56,2.31,0.08,16,3,495,-67
"1913-12-01",33.33,0.65,24.15,1.55,42.51,-0.25,2.31,-0.04,5,-1,794,-49
"1914-01-01",34.5,4.38,24.51,4.76,44.49,4,2.5,0.19,6,-2,836,-89
"1914-02-01",29.52,-4.3,18.21,-4.61,40.82,-4,2.08,-0.05,5,-2,891,126
"1914-03-01",40.75,-0.75,28.94,-1.05,52.56,-0.45,1.85,-0.66,6,-10,687,60
"1914-04-01",51.04,-0.01,39.13,0.52,62.94,-0.54,2.73,0.21,27,-3,371,12
"1914-05-01",61.14,0.94,48.24,0.8,74.05,1.09,2.48,-0.43,100,2,141,-26
"1914-06-01",69.35,0.86,56.7,1.08,81.99,0.65,2.85,-0.08,240,32,45,2
"1914-07-01",74.08,0.47,60.91,0.37,87.28,0.6,2.45,-0.33,309,-6,11,2
"1914-08-01",71.69,-0.41,58.69,-0.37,84.69,-0.45,3.17,0.55,276,-7,16,-1
"1914-09-01",64.58,-0.28,51.53,-0.37,77.61,-0.2,2.18,-0.31,132,-24,88,14
"1914-10-01",55.24,1.13,43.5,2.09,66.97,0.17,2.51,0.35,47,-3,232,-45
"1914-11-01",43.41,1.72,30.9,0.22,55.9,3.19,1.51,-0.72,11,-2,551,-11
"1914-12-01",26.78,-5.9,17.96,-4.64,35.62,-7.14,2.5,0.15,5,-1,985,142
"1915-01-01",28.44,-1.68,18.37,-1.38,38.52,-1.97,2.75,0.44,5,-3,953,28
"1915-02-01",35.94,2.12,26.33,3.51,45.54,0.72,2.77,0.64,5,-2,703,-62
"1915-03-01",36.95,-4.55,26.49,-3.5,47.39,-5.62,1.51,-1,2,-14,766,139
"1915-04-01",54.57,3.52,42.06,3.45,67.08,3.6,2.32,-0.2,26,-4,278,-81
"1915-05-01",58.17,-2.03,46.56,-0.88,69.76,-3.2,3.89,0.98,92,-6,214,47
"1915-06-01",66.07,-2.42,53.42,-2.2,78.71,-2.63,3.18,0.25,176,-32,64,21
"1915-07-01",71.01,-2.6,58.73,-1.81,83.26,-3.42,3.57,0.79,272,-43,17,8
"1915-08-01",70.16,-1.94,57.43,-1.63,82.9,-2.24,3.43,0.81,235,-48,31,14
"1915-09-01",64.42,-0.44,52.3,0.4,76.53,-1.28,2.77,0.28,164,8,65,-9
"1915-10-01",55.35,1.24,41.77,0.36,68.9,2.1,1.85,-0.31,56,6,253,-24
"1915-11-01",43.11,1.42,31.48,0.8,54.72,2.01,2.1,-0.13,14,1,533,-29
"1915-12-01",33.17,0.49,23.11,0.51,43.23,0.47,2.63,0.28,3,-3,865,22
"1916-01-01",28.22,-1.9,18.18,-1.57,38.28,-2.21,3.79,1.48,14,6,866,-59
"1916-02-01",33.03,-0.79,21.67,-1.15,44.38,-0.44,1.77,-0.36,5,-2,805,40
"1916-03-01",42.15,0.65,29.68,-0.31,54.63,1.62,2.13,-0.38,14,-2,692,65
"1916-04-01",50.25,-0.8,38.01,-0.6,62.49,-0.99,2.09,-0.43,20,-10,384,25
"1916-05-01",59.31,-0.89,46.4,-1.04,72.21,-0.75,2.88,-0.03,106,8,172,5
"1916-06-01",66.31,-2.18,53.4,-2.22,79.2,-2.14,3.24,0.31,163,-45,77,34
"1916-07-01",74.28,0.67,61.45,0.91,87.1,0.42,3.22,0.44,334,19,10,1
"1916-08-01",71.82,-0.28,58.89,-0.17,84.72,-0.42,2.53,-0.09,290,7,14,-3
"1916-09-01",63.5,-1.36,49.96,-1.94,77.02,-0.79,1.98,-0.51,126,-30,88,14
"1916-10-01",52.14,-1.97,39.43,-1.98,64.83,-1.97,2.1,-0.06,41,-9,314,37
"1916-11-01",40.23,-1.46,27.79,-2.89,52.66,-0.05,1.51,-0.72,9,-4,593,31
"1916-12-01",28.94,-3.74,18,-4.6,39.87,-2.89,2.18,-0.17,5,-1,918,75
"1917-01-01",28.27,-1.85,17.55,-2.2,39,-1.49,2.19,-0.12,10,2,938,13
"1917-02-01",30.09,-3.73,18.28,-4.54,41.9,-2.92,1.81,-0.32,5,-2,853,88
"1917-03-01",38.35,-3.15,26.65,-3.34,50.04,-2.97,2.48,-0.03,16,0,671,44
"1917-04-01",48.63,-2.42,36.81,-1.8,60.46,-3.02,2.68,0.16,24,-6,403,44
"1917-05-01",55.13,-5.07,43.02,-4.42,67.24,-5.72,2.64,-0.27,46,-52,284,117
"1917-06-01",66.97,-1.52,53.15,-2.47,80.78,-0.56,2.44,-0.49,187,-21,55,12
"1917-07-01",74.61,1,61.2,0.66,88,1.32,2.51,-0.27,319,4,7,-2
