"date","av_temp_val","av_temp_ano","min_temp_val","min_temp_ano","max_temp_val","max_temp_ano","prec_temp_val","prec_temp_ano","cool_temp_val","cool_temp_ano","heat_temp_val","heat_temp_ano"
"2013-02-01",34.77,0.95,24.08,1.26,45.46,0.64,2.02,-0.11,10,3,738,-27
"2013-03-01",40.91,-0.59,29.1,-0.89,52.7,-0.31,1.72,-0.79,10,-6,664,37
"2013-04-01",49.68,-1.37,37.26,-1.35,62.06,-1.42,2.9,0.38,33,3,349,-10
"2013-05-01",60.85,0.65,48.18,0.74,73.53,0.57,3.35,0.44,98,0,136,-31
"2013-06-01",70.39,1.9,57.78,2.16,82.99,1.65,3.34,0.41,243,35,26,-17
"2013-07-01",74.21,0.6,61.99,1.45,86.43,-0.25,3.34,0.56,338,23,5,-4
"2013-08-01",72.99,0.89,60.58,1.52,85.39,0.25,2.56,-0.06,286,3,11,-6
"2013-09-01",66.96,2.1,54.72,2.82,79.18,1.37,2.98,0.49,175,19,59,-15
"2013-10-01",53.44,-0.67,41.54,0.13,65.32,-1.48,2.23,0.07,54,4,259,-18
"2013-11-01",41.61,-0.08,30.74,0.06,52.48,-0.23,2.04,-0.19,16,3,576,14
"2013-12-01",31.06,-1.62,20.61,-1.99,41.52,-1.24,2.21,-0.14,12,6,835,-8
"2014-01-01",30.56,0.44,18.68,-1.07,42.44,1.95,1.37,-0.94,6,-2,979,54
"2014-02-01",32.13,-1.69,21.24,-1.58,43.02,-1.8,2.25,0.12,11,4,806,41
"2014-03-01",40.51,-0.99,28.18,-1.81,52.84,-0.17,2.37,-0.14,14,-2,690,63
"2014-04-01",51.69,0.64,38.8,0.19,64.56,1.08,2.88,0.36,35,5,327,-32
"2014-05-01",61.27,1.07,48.45,1.01,74.1,1.14,2.81,-0.1,111,13,128,-39
"2014-06-01",69.58,1.09,57.36,1.74,81.81,0.47,3.67,0.74,240,32,27,-16
"2014-07-01",73.29,-0.32,60.78,0.24,85.8,-0.88,2.6,-0.18,298,-17,10,1
"2014-08-01",72.25,0.15,60.26,1.2,84.22,-0.92,3.13,0.51,289,6,13,-4
"2014-09-01",66.2,1.34,54.12,2.22,78.26,0.45,2.64,0.15,179,23,57,-17
"2014-10-01",56.93,2.82,44.46,3.05,69.39,2.59,2.42,0.26,71,21,222,-55
"2014-11-01",39.25,-2.44,28.22,-2.46,50.29,-2.42,2.13,-0.1,9,-4,620,58
"2014-12-01",36.81,4.13,28.26,5.66,45.34,2.58,2.58,0.23,9,3,712,-131
"2015-01-01",33.08,2.96,22.89,3.14,43.27,2.78,1.83,-0.48,8,0,900,-25
"2015-02-01",32.99,-0.83,21.58,-1.24,44.4,-0.42,1.74,-0.39,6,-1,879,114
"2015-03-01",45.39,3.89,33.03,3.04,57.76,4.75,2.13,-0.38,28,12,592,-35
"2015-04-01",53.24,2.19,40.62,2.01,65.84,2.36,2.83,0.31,51,21,303,-56
"2015-05-01",60.84,0.64,49.12,1.68,72.54,-0.42,4.44,1.53,123,25,119,-48
"2015-06-01",71.37,2.88,59.07,3.45,83.64,2.3,3.55,0.62,252,44,24,-19
"2015-07-01",73.92,0.31,61.84,1.3,85.96,-0.72,3.23,0.45,333,18,6,-3
"2015-08-01",72.95,0.85,60.1,1.04,85.77,0.63,2.41,-0.21,312,29,11,-6
"2015-09-01",68.54,3.68,55.74,3.84,81.3,3.49,2.12,-0.37,220,64,31,-43
"2015-10-01",57.24,3.13,45.37,3.96,69.1,2.3,2.9,0.74,73,23,230,-47
"2015-11-01",44.6,2.91,33.96,3.28,55.22,2.51,3.35,1.12,27,14,448,-114
"2015-12-01",38.66,5.98,29.25,6.65,48.06,5.3,4.06,1.71,24,18,585,-258
"2016-01-01",32.22,2.1,22.59,2.84,41.85,1.36,2.07,-0.24,6,-2,880,-45
"2016-02-01",39.47,5.65,28.11,5.29,50.83,6.01,1.96,-0.17,10,3,636,-129
"2016-03-01",47.5,6,35.49,5.5,59.47,6.46,2.96,0.45,33,17,455,-172
"2016-04-01",53.19,2.14,40.8,2.19,65.57,2.09,3.04,0.52,40,10,314,-45
"2016-05-01",60.33,0.13,48.13,0.69,72.5,-0.46,3.11,0.2,94,-4,152,-15
"2016-06-01",71.76,3.27,58.6,2.98,84.92,3.58,2.51,-0.42,268,60,20,-23
"2016-07-01",75.22,1.61,62.51,1.97,87.91,1.23,2.96,0.18,381,66,5,-4
"2016-08-01",73.54,1.44,61.25,2.19,85.84,0.7,3.52,0.9,360,77,6,-11
"2016-09-01",67.12,2.26,54.82,2.92,79.41,1.6,2.75,0.26,216,60,38,-36
"2016-10-01",57.72,3.61,45.54,4.13,69.89,3.09,2.41,0.25,83,33,199,-78
"2016-11-01",47.98,6.29,36.36,5.68,59.59,6.88,1.78,-0.45,23,10,422,-140
"2016-12-01",32.95,0.27,23.25,0.65,42.66,-0.1,2.76,0.41,15,9,792,-51
"2017-01-01",33.58,3.46,24.37,4.62,42.8,2.31,3.25,0.94,15,7,775,-150
"2017-02-01",41.16,7.34,30.2,7.38,52.12,7.3,2.21,0.08,20,13,555,-210
